vf_dLoss,MinReturn,dLoss,MeanKL,vf_LossAfter,Entropy,LossAfter,Perplexity,LossBefore,AverageDiscountedReturn,vf_LossBefore,MeanKLBefore,MaxReturn,StdReturn,AveragePolicyStd,AverageReturn,NumTrajs,vf_MeanKL,ExplainedVariance,Iteration
0.0,-91413.9570547,0.0275439252339,0.00996674552715,64644735.5378,32.6208840539,-0.0275439252339,1.4691628547e+14,-3.02751853742e-16,-12591.2463006,64644735.5378,0.0,-18674.4669532,5220.75833361,0.999365522826,-66417.786919,411,0.0,7.51136317967e-06,13
0.0,-79909.5132559,0.0274848712505,0.00999401437385,63491597.7851,32.6225867129,-0.0274848712505,1.4716664688e+14,-3.58948268677e-16,-12514.4014767,63491597.7851,0.0,-9393.79253051,5423.4915406,0.999439388689,-65871.7695495,410,0.0,5.61455033654e-06,14
0.0,-79464.27137,0.0273221231359,0.00996285609911,62785805.4704,32.6238991144,-0.0273221231359,1.4735991541e+14,-2.63112198105e-16,-12455.9887744,62785805.4704,0.0,-11513.3669975,5049.30287005,0.999496858222,-65531.0831639,410,0.0,1.27920507306e-05,15
0.0,-79322.8421456,0.0277969731573,0.00997867334518,62148097.8042,32.6224491828,-0.0277969731573,1.4714640844e+14,2.26890885346e-16,-12406.8075036,62148097.8042,0.0,-12785.9418226,5200.87875845,0.999434921877,-65130.9879285,411,0.0,1.02993981004e-05,16
0.0,-77918.4994341,0.0276154322428,0.00994706836434,61748823.722,32.6178008362,-0.0276154322428,1.46464008179e+14,-3.36021543676e-16,-12393.7141444,61748823.722,0.0,-44764.2230541,4732.70535491,0.999233198012,-65077.1699713,410,0.0,1.41223787606e-05,17
0.0,-76500.7907442,0.0270754391896,0.00997616682818,60983850.4522,32.6136195345,-0.0270754391896,1.45852876518e+14,5.06987492032e-16,-12282.1485073,60983850.4522,0.0,-9002.84599015,5926.39523736,0.999052279788,-64471.8365042,411,0.0,2.00403714223e-06,18
0.0,-79483.4743661,0.0272311435297,0.00996820629226,60073400.9187,32.6145082103,-0.0272311435297,1.4598255005e+14,5.95369890356e-16,-12265.240675,60073400.9187,0.0,-13585.3813216,5055.66506497,0.999092248202,-64178.6262036,410,0.0,2.79361616917e-06,19
0.0,-81981.9435375,0.0274847666159,0.00998984884601,59976478.2172,32.6116135367,-0.0274847666158,1.45560589237e+14,2.91825966627e-16,-12170.1094377,59976478.2172,0.0,-10856.9314845,5660.43455767,0.998967467467,-63892.9086448,412,0.0,1.69758107591e-05,20
0.0,-90878.9733439,0.0273469221135,0.00997215410495,59324318.0392,32.6094240991,-0.0273469221135,1.45242242035e+14,-7.46545163573e-17,-12205.4559545,59324318.0392,0.0,-10788.6486828,6325.14019966,0.998874689598,-63511.0296448,412,0.0,-2.96009054535e-06,21
0.0,-78856.4241883,0.027505720796,0.00998764673299,58432193.0761,32.6086617344,-0.027505720796,1.45131556671e+14,-2.15321242538e-17,-12149.5346317,58432193.0761,0.0,-10528.1401838,5462.77056914,0.998842351681,-63282.71785,410,0.0,1.48419736834e-06,22
0.0,-76733.5555679,0.0275848695069,0.00998974875991,57932015.6686,32.6063676855,-0.0275848695069,1.44798999376e+14,-7.8941235441e-16,-11996.5643602,57932015.6686,0.0,-20364.9946111,4741.76424979,0.998744251541,-62996.12429,410,0.0,3.04950609831e-06,23
0.0,-75705.885501,0.0271708272694,0.00998992628425,56942969.0114,32.6025065513,-0.0271708272694,1.44240988975e+14,8.50068317937e-16,-11886.645547,56942969.0114,0.0,-11932.7071157,5651.92572174,0.998579383419,-62340.7106664,411,0.0,4.42339977702e-06,24
0.0,-78260.3247359,0.0276064770392,0.009973311617,56629846.0952,32.5971477703,-0.0276064770392,1.43470100462e+14,-3.7959676243e-16,-11863.2319298,56629846.0952,0.0,-11009.6626713,5405.12073406,0.998348459314,-62223.0009213,411,0.0,4.76602305621e-07,25
0.0,-99089.1075005,0.026983350081,0.00999577773607,56595379.8252,32.5885095706,-0.026983350081,1.4223611447e+14,3.50957684152e-16,-11928.7100074,56595379.8252,0.0,-11664.4417006,6281.4672261,0.997974704651,-62014.3111397,412,0.0,6.87537457134e-06,26
0.0,-74640.8770069,0.0270048660045,0.00996445821397,55857516.4585,32.5830698862,-0.0270048660045,1.41464495479e+14,-1.67589101902e-16,-11750.8899993,55857516.4585,0.0,-15479.4976779,5415.13211621,0.997740197609,-61709.3604881,411,0.0,-1.05627322333e-06,27
0.0,-72716.7571049,0.0273894730924,0.00995024888612,54682826.865,32.5809384314,-0.0273894730924,1.41163291415e+14,-2.12023012365e-16,-11684.3021918,54682826.865,0.0,-9813.41061722,5478.73960954,0.997648138545,-61058.8787478,411,0.0,5.18280594952e-06,28
0.0,-72147.3764484,0.0218021780034,0.00640378252081,54036791.6231,32.5755270897,-0.0218021780034,1.40401471709e+14,9.49703238345e-17,-11623.6052973,54036791.6231,0.0,-10598.3304432,6070.04113741,0.997414294834,-60574.4396374,413,0.0,7.5238395475e-06,29
0.0,-76995.0019361,0.0274586097739,0.00997104595105,53344495.5304,32.5715372221,-0.0274586097739,1.3984240446e+14,-1.21785535381e-15,-11566.6067752,53344495.5304,0.0,-11051.1520054,5872.50670739,0.997243325069,-60264.3579758,412,0.0,7.10700674522e-06,30
0.0,-86271.6428552,0.0216131561737,0.00641395634671,52623536.8266,32.5704889889,-0.0216131561737,1.39695893816e+14,-3.46266947969e-16,-11454.4424164,52623536.8266,0.0,-13518.607607,5653.78260055,0.997200564907,-59864.1950434,412,0.0,-1.61951852151e-07,31
0.0,-75218.7474987,0.0270442346353,0.00996249200486,52819782.2587,32.5658926213,-0.0270442346353,1.3905527353e+14,-1.27315707555e-16,-11518.385305,52819782.2587,0.0,-46127.4826854,4347.12555264,0.997003117586,-60259.1620755,409,0.0,1.4065447955e-05,32
0.0,-83538.425618,0.0275633786836,0.0099962668461,52141219.7084,32.569294592,-0.0275633786836,1.39529141082e+14,-1.73589753758e-16,-11412.6942792,52141219.7084,0.0,-9855.94168627,5961.92603348,0.997152196169,-59483.5662902,412,0.0,7.41043358976e-06,33
0.0,-101598.616984,0.0269533657214,0.0099849315293,51746157.3493,32.5652209461,-0.0269533657214,1.38961904907e+14,4.00809531513e-16,-11394.9348102,51746157.3493,0.0,-17802.0805169,5235.02090279,0.996976834983,-59461.2450726,410,0.0,-1.11451681351e-06,34
0.0,-78371.6751537,0.0271066885879,0.00998793773697,51301240.968,32.5593775523,-0.0271066885879,1.38152263609e+14,7.27450890684e-16,-11421.4296834,51301240.968,0.0,-13785.6803751,5064.15665605,0.996724686567,-59329.6399982,410,0.0,1.12977625184e-05,35
0.0,-75905.9082247,0.0271519665416,0.00998811224964,50152563.6741,32.5546894584,-0.0271519665416,1.37506108617e+14,1.13935778286e-16,-11280.4033364,50152563.6741,0.0,-11584.457658,5969.46005721,0.996524277156,-58409.8979863,412,0.0,4.12565581964e-06,36
0.0,-70545.8358832,0.0276273169801,0.00997345295432,49221305.2565,32.5486101951,-0.0276273169801,1.36672708586e+14,3.48043699598e-16,-11192.3439411,49221305.2565,0.0,-19509.4053715,4443.84031291,0.996263194405,-58203.450248,410,0.0,7.87616380604e-06,37
0.0,-70967.8515263,0.0274743903141,0.00998422635026,48859916.1745,32.5502762917,-0.0274743903141,1.3690060831e+14,-2.78151775532e-16,-11191.2259155,48859916.1745,0.0,-9282.50777664,6288.16479117,0.996337168888,-57621.4159564,413,0.0,9.60045603271e-06,38
0.0,-69010.8954937,0.0274310622222,0.00996143951596,48423478.9607,32.5459963126,-0.0274310622222,1.36315928675e+14,-2.99326977665e-16,-11117.0291538,48423478.9607,0.0,-11041.1883664,5839.5468943,0.99615323294,-57365.5357083,413,0.0,-4.73895787056e-08,39
0.0,-82848.8827132,0.0267642660832,0.00998568643271,48778061.8518,32.5477814869,-0.0267642660832,1.36559493696e+14,-2.0528922358e-16,-11032.7269358,48778061.8518,0.0,-8949.76730424,5621.23680372,0.996233246128,-57593.1053495,411,0.0,3.37634612713e-06,40
0.0,-77744.3728479,0.0274312707266,0.00998113779171,47106555.6642,32.5402809757,-0.0274312707266,1.35539059358e+14,-9.76105911665e-17,-11057.1177168,47106555.6642,0.0,-46540.9581349,4073.75086168,0.995913102925,-57041.03742,409,0.0,4.51805998947e-06,41
0.0,-75225.6501559,0.0220700703201,0.00640242446627,47008080.8793,32.5398720252,-0.0220700703201,1.35483641924e+14,-1.72439955434e-18,-11058.7289281,47008080.8793,0.0,-12731.1985172,5153.23532535,0.99589834047,-56789.7218813,412,0.0,-8.76960797491e-06,42
0.0,-70054.4236331,0.0270925195,0.00998085842669,46455191.8376,32.5359946123,-0.0270925195,1.34959333054e+14,1.82927905047e-16,-10854.2415605,46455191.8376,0.0,-8301.05178671,5011.24805537,0.99573071485,-56395.1576174,411,0.0,-9.33731817221e-06,43
0.0,-70091.5126053,0.0272037196925,0.0099669445612,46449690.0588,32.5328732465,-0.0272037196925,1.34538732367e+14,1.59328259354e-16,-10865.6406363,46449690.0588,0.0,-14251.5369496,4862.89387944,0.995598228466,-56382.7996804,411,0.0,-1.77931454923e-05,44
0.0,-68908.4658268,0.0271210969436,0.00997300481445,44924805.8837,32.5295703616,-0.0271210969436,1.34095099454e+14,5.10396739987e-16,-10756.6729319,44924805.8837,0.0,-11011.0027152,5238.45541662,0.995458133613,-55434.3862541,412,0.0,-2.05179882928e-06,45
0.0,-73203.368058,0.0273259632985,0.00998869040156,45033481.8233,32.5273381723,-0.0273259632985,1.33796107632e+14,2.64892156023e-16,-10774.4050288,45033481.8233,0.0,-45144.5416106,4172.81051311,0.995366465962,-55716.8173486,409,0.0,1.59477293571e-06,46
0.0,-72349.3617011,0.0269030261605,0.00999682537178,45358090.8209,32.5243206673,-0.0269030261605,1.33392985726e+14,2.28366089961e-16,-10817.8343397,45358090.8209,0.0,-44285.8704905,3843.31610108,0.995240446566,-55968.7919911,409,0.0,-2.72884656938e-06,47
0.0,-70472.9249992,0.0273413824069,0.00996987276685,44261026.0362,32.5209508848,-0.0273413824069,1.32944236898e+14,-1.108563466e-16,-10669.893897,44261026.0362,0.0,-10085.8434375,4909.32147788,0.995098323176,-55122.2066331,411,0.0,-1.09823959571e-05,48
0.0,-67397.0337748,0.0271597356596,0.00996972956837,42827889.4559,32.5184780625,-0.0271597356596,1.3261589556e+14,-1.52348891309e-17,-10627.8862764,42827889.4559,0.0,-10571.7899927,6079.6548753,0.994994714229,-53999.5437178,414,0.0,-1.43654466525e-05,49
0.0,-79794.7359225,0.0274602780681,0.00999599080563,43529361.3701,32.5160444006,-0.0274602780681,1.32293545704e+14,-5.36490600687e-17,-10660.3610999,43529361.3701,0.0,-12098.4738151,4858.79514848,0.994890971833,-54660.4657122,411,0.0,-4.53976319781e-06,50
0.0,-67415.3197337,0.0274078076741,0.00999110118276,42642420.7837,32.5117781693,-0.0274078076741,1.3173035305e+14,-9.27103117565e-16,-10476.8549622,42642420.7837,0.0,-9361.26763334,5651.63888676,0.994708972618,-53914.8895925,413,0.0,5.66996474805e-06,51
0.0,-65166.9256695,0.0270536214391,0.00999692368606,42220327.7698,32.5129873278,-0.0270536214391,1.31889732268e+14,-2.03846536658e-16,-10439.4084745,42220327.7698,0.0,-11253.4214034,5403.46567413,0.994765226909,-53649.3910863,413,0.0,-2.16443431067e-06,52
0.0,-69310.2065841,0.0270051729029,0.00998902889346,41471784.5439,32.5084643753,-0.0270051729029,1.31294548285e+14,-9.10091887752e-16,-10433.4909933,41471784.5439,0.0,-44192.026439,3583.01247013,0.994574873585,-53602.5032083,409,0.0,-9.44715481288e-06,53
0.0,-69190.0896022,0.0272861853544,0.00998871223251,41821723.8672,32.5071475731,-0.0272861853544,1.31121773111e+14,6.58165530483e-16,-10446.0207058,41821723.8672,0.0,-9828.41315854,4725.07465029,0.994524201868,-53590.894916,411,0.0,-3.89193977135e-06,54
0.0,-118927.157167,0.0268055736033,0.00997397877521,42300175.4172,32.5048803246,-0.0268055736033,1.3082482422e+14,-3.77023393358e-16,-10474.0407178,42300175.4172,0.0,-13664.9302743,5513.02341562,0.994431387335,-53759.2259421,411,0.0,-1.08330228621e-05,55
0.0,-67486.7924913,0.0269379632338,0.0099691179628,41399532.9167,32.4996972356,-0.0269379632338,1.30148501746e+14,-4.43255321065e-16,-10467.9538671,41399532.9167,0.0,-42825.8452386,3781.567825,0.994210969109,-53556.1203698,409,0.0,-1.01838341355e-05,56
0.0,-80634.3713127,0.0270695380847,0.00997276073407,41585786.5568,32.4952775909,-0.0270695380847,1.29574560852e+14,4.22925781749e-16,-10467.2661801,41585786.5568,0.0,-13591.1667783,4567.79147942,0.994023358801,-53491.7496998,411,0.0,-1.92426440628e-05,57
0.0,-62898.6953182,0.0272216986979,0.00999203628327,40151740.3451,32.4889298606,-0.0272216986979,1.28754661492e+14,-3.45141416584e-16,-10266.8355138,40151740.3451,0.0,-10162.1392528,5240.20545279,0.993752564346,-52426.5056187,413,0.0,-1.29270330453e-05,58
0.0,-67606.4882035,0.026932051461,0.00996770923652,39634634.3536,32.4820073569,-0.026932051461,1.278664348e+14,1.90673014159e-16,-10212.9544985,39634634.3536,0.0,-7937.62869488,4868.24147216,0.993459695433,-52188.3045303,412,0.0,-2.05352782752e-05,59
0.0,-69044.4164278,0.0266880837232,0.00999079122564,39545464.8276,32.4791040621,-0.0266880837232,1.27495739216e+14,-6.13069524173e-16,-10333.1472393,39545464.8276,0.0,-9136.90186606,5177.78476477,0.993337865972,-52174.3967401,412,0.0,-2.24594833629e-05,60
0.0,-68795.3464034,0.0270977398728,0.00997172351391,39731488.4912,32.4764470192,-0.0270977398728,1.27157427231e+14,2.39505811937e-16,-10355.8912466,39731488.4912,0.0,-10238.5354514,4300.18911096,0.993226835068,-52499.6135965,410,0.0,-2.27138527433e-05,61
0.0,-66478.6152695,0.0271595029703,0.0099748247313,38739109.3432,32.4771345007,-0.0271595029703,1.27244875664e+14,-4.89210654586e-16,-10170.0412411,38739109.3432,0.0,-12985.9932815,4192.96408054,0.993261486159,-51736.8449919,411,0.0,-9.15757122577e-06,62
0.0,-61756.6638588,0.0275016868148,0.00997762573441,37739679.2918,32.4752487698,-0.0275016868148,1.27005152163e+14,-3.99190930782e-16,-10120.4556464,37739679.2918,0.0,-10196.3240719,4985.35840202,0.993182389407,-50988.3168025,413,0.0,-2.86760434449e-05,63
0.0,-61549.2163101,0.0271527847323,0.00998277853395,37953062.2725,32.4755646337,-0.0271527847323,1.2704527485e+14,4.55370691266e-16,-10103.7164696,37953062.2725,0.0,-8680.61217433,3983.22968343,0.993201022663,-51311.533191,410,0.0,-1.45516088004e-05,64
0.0,-67446.294675,0.0275881748925,0.00996901071533,38051902.1839,32.4765100464,-0.0275881748925,1.27165441854e+14,3.80822371644e-16,-10067.2734419,38051902.1839,0.0,-11507.5169428,4417.2855783,0.993242326109,-51269.009364,411,0.0,-3.62910113327e-05,65
0.0,-68039.1343739,0.0215272709164,0.00640442927783,37701657.5326,32.4723110142,-0.0215272709164,1.2663258959e+14,3.46099007757e-16,-10006.3016495,37701657.5326,0.0,-11212.1022136,4415.41714169,0.993070856572,-50995.3355215,411,0.0,-2.42443812331e-05,66
0.0,-113561.573774,0.0264746251505,0.00997712906672,38227319.9357,32.4693622111,-0.0264746251505,1.26259725039e+14,-1.39360700846e-15,-10020.9808562,38227319.9357,0.0,-10721.7674574,5858.74026825,0.992946956874,-51037.5284951,412,0.0,-2.65672605055e-05,67
0.0,-66299.0296795,0.0269329635117,0.00999287954653,37363632.6503,32.4633220782,-0.0269329635117,1.25499398064e+14,-2.13089070543e-16,-10007.1996635,37363632.6503,0.0,-10002.7053003,5499.08125772,0.992694923494,-50567.8572834,414,0.0,-1.65361894477e-05,68
0.0,-75622.6802751,0.0271319727018,0.00997816695281,36764361.6002,32.4591171572,-0.0271319727018,1.24972790954e+14,-2.12414242994e-16,-9912.80082802,36764361.6002,0.0,-10695.3669635,4903.43954875,0.992519056524,-50297.4845003,412,0.0,-1.11266517708e-05,69
0.0,-71129.5874213,0.027088905932,0.00997034692609,36818579.8302,32.4611663521,-0.027088905932,1.25229147133e+14,-2.33426698731e-16,-9930.24711255,36818579.8302,0.0,-9289.41669884,4858.64638832,0.992616664998,-50372.0429747,412,0.0,-1.96671171384e-05,70
0.0,-65819.7368602,0.0272416724281,0.00998728020249,36941997.4869,32.4593229121,-0.0272416724281,1.24998507361e+14,-3.81361961652e-16,-9993.40827874,36941997.4869,0.0,-12612.3304284,3925.96603799,0.992543898314,-50619.5631188,410,0.0,-4.0501937959e-06,71
0.0,-60425.9724162,0.0266809897783,0.0099755301338,36052128.5457,32.4553158849,-0.0266809897783,1.24498637118e+14,-6.71266798176e-16,-9850.99181163,36052128.5457,0.0,-8906.8526835,5006.97125518,0.992373349525,-49822.4936386,413,0.0,-7.70365916747e-06,72
0.0,-72803.4379666,0.0271217944545,0.00996626727191,36374520.2515,32.4468141857,-0.0271217944545,1.23444673741e+14,7.33471678403e-16,-9921.12935377,36374520.2515,0.0,-9980.68024612,5502.07884315,0.992014320001,-49882.042165,413,0.0,-1.35551131943e-05,73
0.0,-62514.0012037,0.027114270825,0.00995900547049,35696307.5694,32.4476135434,-0.027114270825,1.23543389639e+14,-6.25544712608e-17,-9889.26297464,35696307.5694,0.0,-14867.5905994,3767.17846344,0.992056156306,-49854.5356497,410,0.0,-2.63013815764e-05,74
0.0,-64097.3698782,0.0270098468565,0.00997542884031,35549992.1835,32.4418140759,-0.0270098468565,1.22828977378e+14,2.29932155983e-16,-9717.493336,35549992.1835,0.0,-8620.92919991,5359.81443762,0.991813424274,-49320.5234328,413,0.0,-1.8100922512e-05,75
0.0,-67212.4820439,0.0271217860565,0.00997400064386,35610542.9583,32.4401004499,-0.0271217860565,1.22618674686e+14,-1.13181292332e-15,-9822.99043855,35610542.9583,0.0,-8721.50464981,4871.13007192,0.99174918568,-49533.0575156,412,0.0,-2.76813682516e-05,76
0.0,-64179.9369505,0.0266625400313,0.00996989648609,34905769.5098,32.4378751486,-0.0266625400313,1.22346114565e+14,4.30491009932e-16,-9790.7215404,34905769.5098,0.0,-8980.09658765,3793.33800161,0.991663176088,-49292.8679558,410,0.0,-3.13088948225e-05,77
0.0,-65018.120658,0.02718569097,0.00998480363969,34435846.4788,32.4319988245,-0.02718569097,1.21629277388e+14,-6.91546024701e-16,-9623.09602657,34435846.4788,0.0,-8074.33392145,4659.68807298,0.991416738595,-48705.3690925,412,0.0,-2.4294417194e-05,78
0.0,-82836.0577833,0.0269698014264,0.00997962480593,34447641.4152,32.4306958387,-0.0269698014264,1.21470899369e+14,6.9792110452e-17,-9698.37680417,34447641.4152,0.0,-10994.8256768,4268.46035246,0.99136948973,-48875.3703861,411,0.0,-1.55764310206e-05,79
0.0,-67077.3788716,0.0267813137832,0.00999906164233,34211792.3289,32.4228455129,-0.0267813137832,1.20521046449e+14,-2.8739623625e-17,-9604.66651698,34211792.3289,0.0,-6961.49443189,4644.40295758,0.991035740682,-48566.6294842,412,0.0,-3.22276826488e-05,80
0.0,-64927.056172,0.0269535944453,0.00997750591486,34412138.7566,32.417978766,-0.0269535944453,1.19935925983e+14,-2.48318818116e-16,-9667.21660396,34412138.7566,0.0,-7870.74702699,6023.61593656,0.990832619674,-48425.0137805,415,0.0,-1.37709338697e-05,81
0.0,-59989.3605917,0.0273229139481,0.00998887252962,33682278.9386,32.4154955597,-0.0273229139481,1.19638469815e+14,-4.91215402911e-16,-9587.36346053,33682278.9386,0.0,-8135.06114553,4502.47627002,0.990731067603,-48270.4169906,411,0.0,-3.50392690791e-05,82
0.0,-60015.5389052,0.0271972203696,0.00999612520414,33729716.5243,32.4110463867,-0.0271972203696,1.19107359945e+14,-2.46234904322e-17,-9609.21657577,33729716.5243,0.0,-9070.02883642,5126.18388315,0.990545341759,-48135.362552,413,0.0,-2.88667925805e-05,83
0.0,-64213.5874925,0.0266924978686,0.00997489531358,34201304.7445,32.4065921103,-0.0266924978686,1.18578002663e+14,2.06296314398e-16,-9687.65303755,34201304.7445,0.0,-8648.82463042,4337.51404687,0.990359518775,-48731.116445,411,0.0,-1.57172790225e-05,84
0.0,-67304.1616314,0.0270781570541,0.00997582439109,33703377.8338,32.4036142195,-0.0270781570541,1.18225415563e+14,2.28535729906e-16,-9606.68622574,33703377.8338,0.0,-9587.82685261,4452.76709266,0.9902385107,-48299.0747239,412,0.0,-1.01764950131e-05,85
0.0,-57918.032848,0.0270004649239,0.00999565551686,33247046.1014,32.4006762075,-0.0270004649239,1.17878577639e+14,-1.10602180275e-16,-9546.69650044,33247046.1014,0.0,-9721.71435938,6006.06772689,0.990117808065,-47593.3201119,416,0.0,-3.4183946505e-05,86
0.0,-59726.8991012,0.0268682318871,0.00997561134637,32967105.9257,32.3990311893,-0.0268682318871,1.17684824637e+14,-6.00621348232e-17,-9603.56178712,32967105.9257,0.0,-7554.34614452,4119.17531427,0.990050743835,-47953.4542217,411,0.0,-3.91397761597e-05,87
0.0,-62370.6244856,0.0272096406872,0.00998859964573,33171698.2358,32.3973015312,-0.0272096406872,1.1748144606e+14,1.90742222415e-16,-9499.53281571,33171698.2358,0.0,-8402.31376412,4818.21210907,0.989985273929,-47797.1214999,413,0.0,-3.09075711391e-05,88
0.0,-61083.8181267,0.0268468665913,0.00999896021839,32940897.4591,32.3927665931,-0.0268468665913,1.16949881195e+14,-5.51382509838e-16,-9463.84504189,32940897.4591,0.0,-8379.37207057,4143.42481137,0.989796373779,-47784.4503518,411,0.0,-3.87597240261e-05,89
0.0,-73034.3612704,0.0269069981119,0.00996925899457,32768142.5662,32.3871914627,-0.0269069981119,1.16299684504e+14,-7.74714369135e-16,-9500.20883789,32768142.5662,0.0,-10322.9189832,4706.07142706,0.989573302114,-47585.7169384,412,0.0,-2.35421101638e-05,90
0.0,-71394.778399,0.0271495063964,0.0099821862409,32865856.0359,32.3820868177,-0.0271495063964,1.15707528569e+14,-6.75887107025e-16,-9485.91965997,32865856.0359,0.0,-8709.88824396,4623.79373628,0.989365920046,-47660.2328524,412,0.0,-4.08675306969e-05,91
0.0,-63150.9736106,0.0269285282071,0.0099774303726,32144519.2292,32.3810915353,-0.0269285282071,1.15592424191e+14,8.93196818349e-17,-9471.43811131,32144519.2292,0.0,-9042.07351459,3381.91401816,0.989329496848,-47423.8108626,410,0.0,-4.99921453867e-05,92
0.0,-65076.7835644,0.0269486883825,0.00997003696527,32046980.545,32.38460238,-0.0269486883825,1.15998964474e+14,-6.84540443611e-16,-9435.6613238,32046980.545,0.0,-11603.7986623,3966.91840413,0.989486612972,-47219.5669769,411,0.0,-3.52496920026e-05,93
0.0,-100347.107777,0.0268607851224,0.00998891753545,32389687.2708,32.3852482568,-0.0268607851224,1.16073909709e+14,1.07033935564e-16,-9469.41733331,32389687.2708,0.0,-9030.48943465,5659.56076028,0.989522509408,-47097.0090311,413,0.0,-3.71136642467e-05,94
0.0,-62200.611389,0.0270070485654,0.00995897889633,32079142.0793,32.3828315107,-0.0270070485654,1.15793727244e+14,2.04205713152e-16,-9390.83845804,32079142.0793,0.0,-9632.38695544,4385.11733279,0.989429060471,-47123.0884816,412,0.0,-2.83632302507e-05,95
0.0,-72946.4286461,0.0268813158817,0.00999386905286,32209047.4538,32.3801738124,-0.0268813158817,1.15486391031e+14,1.58419879149e-17,-9412.48458426,32209047.4538,0.0,-9600.16549755,5061.05141429,0.9893201719,-47106.2893447,413,0.0,-3.00278273728e-05,96
0.0,-62408.8267467,0.0217576628711,0.00640497507508,31800981.7226,32.3803881374,-0.0217576628711,1.15511145303e+14,8.55963052217e-16,-9354.43811727,31800981.7226,0.0,-9612.20515237,5009.20627718,0.989332389269,-46746.7934821,413,0.0,-5.03797234994e-05,97
0.0,-60425.5165189,0.0270561103762,0.00998562040575,31524397.3033,32.3776214472,-0.0270561103762,1.15192003446e+14,-3.30758728882e-16,-9371.09478895,31524397.3033,0.0,-9729.77892,4532.77863937,0.989218988878,-46701.1821794,413,0.0,-3.77342403608e-05,98
0.0,-57432.367344,0.0271072670188,0.00999483912158,31534351.457,32.3765529978,-0.0271072670188,1.1506899234e+14,-1.18125467486e-15,-9353.47228981,31534351.457,0.0,-9871.83391701,4493.17391208,0.989186928558,-46708.1396617,413,0.0,-4.85828466383e-05,99
